Year,World rank,Company,Country,Region,ISO3 Code,ICB3 short,ICB3 long,R&D (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),R&D-to-capex ratio (%),Operating profit (€million),Operating profit one-year growth (%),Profitability (%),Market capitalisation (€million),Market capitalisation one-year growth (%),Employees,Employees one-year growth (%)
2024,11,"MERCK & CO., INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,14613.5335450958,18.1294740118272,61765.3287130619,6.74207768443825,23.6597681087147,3245.74068726538,-12.7103287600309,5.25495574117941,450.237247924081,19463.8560015401,512.943316156412,31.5125919461414,242225.694159157,-8.33619652573196,75000.0,4.16666666666667
2024,12,ROCHE HOLDING AG,Switzerland,ROW,CHE,Health industries,Pharmaceuticals & Biotechnology,13856.7785805355,-1.2343809163193,64274.330641734,3.02983854486011,21.558806512935,3749.46876328092,-5.69214323890963,5.83353996198033,369.566449419099,14255.206119847,-12.8483273790193,22.1786924539218,30747.4917662836,-83.1528027713933,103249.0,-0.34361276000193
2024,13,NVIDIA CORP,US,US,USA,ICT producers,Technology Hardware & Equipment,12430.4552892482,48.8645533141205,125610.7421311,114.203407635993,9.89601293516324,3114.83299643854,202.712815715622,2.47975049234849,399.072929542644,78403.1186832226,145.273871540847,62.4175268396975,2829321.71128689,90.8800054444613,36000.0,21.6216216216216
2024,14,ASTRAZENECA PLC,UK,ROW,GBR,Health industries,Pharmaceuticals & Biotechnology,12032.9194340167,19.7987541926202,52048.3203388199,18.0349697670865,23.1187468792187,1851.95880257965,41.3666421748711,3.55815286741997,649.740124740123,9543.74819520647,25.4904442475636,18.3363231187469,196002.94783732,-2.08301722326802,94300.0,4.89432703003337
2024,15,ELI LILLY AND COMPANY,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,10579.0740205987,18.008460927266,43356.145923573,31.9967413059978,24.4004022849429,4868.41851958803,46.7049541710179,11.228900576564,217.300011862865,13664.3565309462,107.339302145559,31.5165387510074,705430.78220275,33.2702054394506,47000.0,9.30232558139535
2024,16,PFIZER INC,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,10335.9322360189,1.51257326526781,61244.5856194051,6.8409651906705,16.8764832539646,2800.07700452402,-25.5438955720501,4.57195844531411,369.130285321417,12501.6844739628,183.890710382512,20.4127178713439,144715.868667482,-6.93289396229692,81000.0,-7.95454545454545
2024,17,MERCEDES-BENZ GROUP AG,Germany,EU,DEU,Automobiles & Parts,Automobiles & Parts,9698.0,-2.82565130260521,145594.0,-4.97591666775444,6.66098877701004,4039.0,7.85046728971963,2.7741527810212,240.108937855905,13600.0,-30.3421430034829,9.34104427380249,51630.895526368,-22.9065395554857,175264.0,5.54511730982319
2024,18,ORACLE CORP,US,US,USA,ICT services,Software & Computer Services,9490.80758494562,10.6001121704993,55249.7834247762,8.37975113762953,17.1779996167181,20420.6372124362,208.986309350422,36.9605742260318,46.4765496111243,17376.0708441621,13.9430663384461,31.4500252617642,284060.977517499,0.37942261927408,162000.0,1.88679245283019
2024,19,BRISTOL-MYERS SQUIBB COMPANY,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,9415.72817403022,6.24524818073205,46491.4813745308,7.31902413011602,20.2525879917184,1201.27057464626,3.22580645161329,2.58385093167702,783.814102564103,-6601.21282125325,-170.237607537894,-14.1987577639751,110418.448512557,10.5659242060876,34100.0,0.0
2024,20,TENCENT HOLDINGS LIMITED,China,China,CHN,ICT services,Software & Computer Services,9321.27174185381,10.3124317238366,87067.2398559994,8.41391427140557,10.705831214209,8298.10240924136,199.538271134806,9.53068274929308,112.330160344526,27441.7469966901,30.001749190999,31.5178786442249,476895.742933725,41.6276983907008,110558.0,4.87682252388135
2024,21,BAYERISCHE MOTOREN WERKE AG,Germany,EU,DEU,Automobiles & Parts,Automobiles & Parts,9078.0,17.0599613152805,142380.0,-8.43612136490501,6.37589549093974,12205.0,12.1679992647735,8.57213091726366,74.3793527242933,11377.0,-38.3794616259546,7.9905885658098,47545.582600938,-21.6312717666375,158441.0,2.56740572908238
2024,22,BROADCOM INC.,US,US,USA,ICT producers,Technology Hardware & Equipment,8961.40148233709,77.2320578716926,49642.8915198768,43.9850358748149,18.0517314926126,527.480989508134,21.2389380530973,1.06255089773917,1698.90510948905,14678.9873905092,-4.26266557850472,29.5691627564277,725008.254153216,109.748924735692,37000.0,85.0
2024,23,NOVARTIS AG,Switzerland,ROW,CHE,Health industries,Pharmaceuticals & Biotechnology,8953.70102993551,4.96501918302863,49785.349889306,-4.37435290637485,17.9846100305479,1314.85224756954,28.8679245283019,2.64104249642318,680.966325036606,13999.4224660699,44.9471795893962,28.1195622752407,206875.014999323,-6.00620121819717,75883.0,-0.228775786581117
2024,24,GENERAL MOTORS COMPANY,US,US,USA,Automobiles & Parts,Automobiles & Parts,8855.52026181538,-7.07070707070711,180423.524882087,9.07810663283695,4.90818493187225,25131.3889691019,6.0910199106055,13.9291087376361,35.2368914933548,12305.3229377226,31.4550128534705,6.8202430618538,56382.2281116269,19.8241198449686,162000.0,-0.613496932515337
2024,25,QUALCOMM INC,US,US,USA,ICT producers,Technology Hardware & Equipment,8560.0154009048,0.850533000680434,37503.1283087881,8.77163595756565,22.8248036548432,1002.02136875541,-28.2068965517245,2.67183409475899,854.274735830935,9866.20463952257,31.6127375449409,26.3076844104512,169199.422546715,43.17356000663,49000.0,-2.0
2024,26,TOYOTA MOTOR CORPORATION,Japan,Japan,JPN,Automobiles & Parts,Automobiles & Parts,8135.01778486447,10.3231692661096,294595.265546425,6.5225807774975,2.76142176615614,30073.1693855023,4.02247976127845,10.2083003030349,27.0507497250563,29409.9472586778,-10.4120095633534,9.98317036905778,255592.162915497,-32.6341338336978,383853.0,0.803586200376583
2024,27,ABBVIE INC.,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,8003.65771489075,18.1443591929525,54224.6606988161,3.71147685849993,14.7601803528952,937.530079892194,25.3539253539254,1.72897362161394,853.696098562628,8794.87919915295,-28.3765775652585,16.2193346824298,302262.940391543,13.2815432983694,55000.0,10.0
2024,28,ROBERT BOSCH GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG,Germany,EU,DEU,Automobiles & Parts,Automobiles & Parts,7954.0,5.15600211528292,90345.0,-1.36578016507271,8.80402899994466,5122.0,-6.85579196217494,5.66937849355249,155.29090199141,2871.0,-36.2425049966689,3.17781836294206,,,424665.0,-1.10638634797027
2024,29,FORD MOTOR CO,US,US,USA,Automobiles & Parts,Automobiles & Parts,7700.45240157859,-2.43902439024397,178065.261334103,4.99514731172383,4.32451133021969,8358.84108191356,5.43953375424962,4.69425704895348,92.1234454168586,5023.58263547983,-4.37889336753407,2.82120307905207,37197.0710428225,-18.8712780628099,171000.0,-3.38983050847458
2024,30,CISCO SYSTEMS INC,US,US,USA,ICT producers,Technology Hardware & Equipment,7684.08894022524,5.72109654350426,51788.4300702666,-5.60545984069625,14.8374625950226,644.912888632207,-21.0836277974087,1.24528372023865,1191.49253731343,12484.3584560593,-13.3021390374333,24.1064624649183,170536.566950714,-16.1355006529736,90400.0,6.47820965842167
2024,31,ALIBABA GROUP HOLDING LIMITED,China,China,CHN,ICT services,Software & Computer Services,7536.42873155486,9.36734537660742,131386.995107671,5.86282151539404,5.736053804548,11337.0168660082,167.934054289899,8.62872071677838,66.4762946075466,18580.9607954321,43.9010192201636,14.1421613152847,,,124320.0,-39.3238356003924
2024,32,"HONDA MOTOR CO., LTD.",Japan,Japan,JPN,Automobiles & Parts,Automobiles & Parts,7424.38366245554,23.9924372622562,133010.959156139,6.16759122732739,5.58178341811685,3132.60762909359,46.4962142939089,2.35515001844042,237.003306558497,7441.96001471851,-12.1920263506556,5.59499763172337,43846.8829409158,-28.3921372735912,194173.0,-0.420527916386742
2024,33,SANOFI,France,EU,FRA,Health industries,Pharmaceuticals & Biotechnology,7394.0,9.89892984542212,46112.0,7.06292082656141,16.0348716169327,3195.0,5.65476190476191,6.92878209576683,231.424100156495,8483.0,18.0325587866982,18.3965128383067,118405.121168219,4.29635872637493,84587.0,-3.87185489919767
2024,34,GSK PLC,UK,ROW,GBR,Health industries,Pharmaceuticals & Biotechnology,6865.81924310765,5.8178438661711,37839.7935309583,3.45555262463723,18.1444416114227,1687.20904990473,6.4687975646882,4.45882202957676,406.933523945674,4633.49333076051,-42.4591882581998,12.2450280469148,67399.8537729319,-5.90971959545773,68629.0,-2.25460035321597
2024,35,STELLANTIS N.V.,France,EU,FRA,Automobiles & Parts,Automobiles & Parts,6854.0,-8.4179583110636,156878.0,-17.2339931625375,4.36900011473884,11060.0,8.50583733935053,7.05006438123892,61.9710669077758,5402.0,-75.8364644838075,3.4434401254478,36461.566650436,-45.4546473904465,259118.0,-4.4874157734102
2024,36,BAYER AG,Germany,EU,DEU,Health industries,Pharmaceuticals & Biotechnology,6693.0,22.5599707013368,46606.0,-2.16428406490753,14.3608119126293,2778.0,0.981461286804798,5.96060593056688,240.928725701944,-278.0,-160.17316017316,-0.596489722353345,18984.362375935,-42.6587567732083,92815.0,-6.9271883116232
2024,37,BYD COMPANY LIMITED,China,China,CHN,Automobiles & Parts,Automobiles & Parts,6673.74691756887,35.5741357819479,102475.499452745,29.0192006295761,6.51252929061972,12838.7071591523,-20.2580310800965,12.5285626590897,51.9814560363375,6500.02795616684,42.8298693694069,6.34300685615514,43330.4588595733,42.53962512317,968900.0,37.72565742715
2024,38,INTERNATIONAL BUSINESS MACHINES CORP,US,US,USA,ICT services,Software & Computer Services,6556.93521994417,16.2854216456129,60403.3111945327,1.44358228257353,10.8552579159562,1008.7592646068,-15.8232931726905,1.67003967937789,649.999999999997,7426.12378477236,-18.4029613960867,12.2942329450385,195653.898625189,36.9636007560586,293400.0,-3.89780543727481
2024,39,SIEMENS AG,Germany,EU,DEU,ICT producers,Electronic & Electrical Equipment,6482.0,-0.0308451573103023,78811.0,1.33986549910633,8.22474020124094,2088.0,-5.86113615870153,2.64937635609242,310.44061302682,9608.0,3.94893432868116,12.191191584931,145600.0,34.5158875793801,327000.0,2.1875
2024,40,ADVANCED MICRO DEVICES INC,US,US,USA,ICT producers,Technology Hardware & Equipment,6214.26508807392,9.94550408719333,24819.520646838,13.6904761904762,25.0378126817917,612.185965925498,16.4835164835164,2.46655031995346,1015.09433962264,2007.89296371162,430.788804071248,8.08997479154548,188679.360315272,-16.3681215973553,28000.0,7.69230769230769
2024,41,"TAIWAN SEMICONDUCTOR MANUFACTURING CO., LTD.",Taiwan,ROW,TWN,ICT producers,Technology Hardware & Equipment,6023.07971409945,11.9600864549284,85378.0601122717,33.8881303212847,7.05459892878701,31937.3242988917,13.9874627931546,37.4069453638257,18.8590617602504,36781.4949306635,42.5994326631121,43.0807339523714,818579.778368804,80.4544240104842,83825.0,9.6066842752164
2024,42,CHINA STATE CONSTRUCTION ENGINEERING CORPORATION LIMITED,China,China,CHN,Construction & Materials,Construction & Materials,5989.45076681656,-1.31048170689897,288416.367412604,-3.45973927317806,2.07666812412492,2611.62290823256,-41.845843999484,0.905504403810902,229.338268857121,12851.3309509053,-12.4209177194883,4.45582581397691,32693.9099294046,24.7428367340161,361249.0,-5.65300056934817
2024,43,C.B. BOEHRINGER SOHN AG & CO. KG,Germany,EU,DEU,Health industries,Pharmaceuticals & Biotechnology,5766.0,14.2460867842283,25611.0,6.05408091432357,22.5137636171957,1043.0,2.15475024485798,4.07246886103627,552.828379674017,5516.0,15.6394129979036,21.5376205536683,,,53565.0,0.771329131784404
2024,44,AMGEN INCORPORATED,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,5740.68726537684,25.4258675078863,32172.4901337954,18.5668676835757,17.8434657730972,1054.96197901627,-1.43884892086263,3.27908089995214,544.160583941604,6986.23544133218,-8.09168038495631,21.7149353757779,134856.674087278,-8.53689583717818,28000.0,4.8689138576779
2024,45,GILEAD SCIENCES INC,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,5591.49100009626,1.94805194805208,27677.3510443739,6.04071396961236,20.2024066216874,503.417075753201,-10.5982905982906,1.8188773735828,1110.70745697897,1780.72961786505,-75.6738987508218,6.43388745913611,110807.230248849,14.7601763268098,17600.0,-2.22222222222222
2024,46,SAP SE,Germany,EU,DEU,ICT services,Software & Computer Services,5317.0,-15.3613498885705,34176.0,9.5138911141731,15.5577013108614,797.0,1.52866242038217,2.33204588014981,667.126725219573,7809.0,29.847023611573,22.8493679775281,290172.695849303,69.1976981527466,109121.0,1.41168379769893
2024,47,SALESFORCE INC,US,US,USA,ICT services,Software & Computer Services,5287.3231302339,11.9649408887077,36476.0804697276,8.71560949020293,14.49531600475,633.362210029839,-10.5978260869566,1.73637683071645,834.802431610942,6491.48137453075,34.5839153861504,17.7965430795619,314641.475239442,18.5594161642177,76453.0,5.18835475083239
2024,48,NOVO NORDISK A/S,Denmark,EU,DNK,Health industries,Pharmaceuticals & Biotechnology,5098.15227010647,29.442004562013,38939.4995843278,25.0330447212402,13.0924956009408,6324.11703183244,82.7636983647214,16.2408790542797,80.6144517004496,17208.6942529969,25.1184510694724,44.1934139798832,285162.073164055,-11.3166788940883,77349.0,20.2583995397938
2024,49,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,Japan,Japan,JPN,ICT services,Mobile Telecommunications,5028.56617196124,-1.60252102453819,84047.1421562615,2.46855057534935,5.98303052662049,13076.7324911076,2.31707808622307,15.5588068262871,38.4543017560446,10862.5720593647,-13.2543378928341,12.9243800332543,81049.2503311333,-18.8260325089763,341321.0,0.84321366632493
2024,50,REGENERON PHARMACEUTICALS INC,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,4939.84021561267,15.6116242396937,13670.2281259024,8.27005763425158,36.1357555273905,727.596496294157,5.19064848316167,5.32248979017039,678.925783833841,3841.27442487246,4.96593808358965,28.0995634417687,74100.7198705773,-17.6672727690927,15106.0,12.3122676579926
2024,51,SONY GROUP CORPORATION,Japan,Japan,JPN,Others,Leisure Goods,4646.79259168404,-0.676657036341803,79461.9403900405,-0.489249174856649,5.84782169787846,3971.09652888507,3.77933346796042,4.99748245435848,117.015352255582,8728.47418128296,17.738956065819,10.9844714821197,143224.472855274,42.602708267708,112300.0,-0.619469026548673
2024,52,TAKEDA PHARMACEUTICAL COMPANY LIMITED,Japan,Japan,JPN,Health industries,Pharmaceuticals & Biotechnology,4478.27180179075,0.0415111710259328,28097.3322703299,7.45325372288591,15.9384234727497,1231.41788298786,14.4783352337521,4.38268612528816,363.667920017928,2822.01643566785,114.926669780475,10.0437166365713,43429.1030342083,6.95914571787259,47455.0,-3.70528195450579
2024,53,TELEFONAKTIEBOLAGET LM ERICSSON AB,Sweden,EU,SWE,ICT producers,Technology Hardware & Equipment,4469.41268871629,3.94974527593419,21631.9050527969,-5.87466916776494,20.6612070356624,204.206300724321,-29.0263876251139,0.944005163788929,2188.67521367522,389.737324373855,-122.265430252268,1.8016782314023,24209.3758204602,42.6079477089379,94236.0,-5.71874499759885
2024,54,NOKIA OYJ,Finland,EU,FIN,ICT producers,Technology Hardware & Equipment,4377.0,2.60196905766526,20279.0,-8.89118519184114,21.5839045317816,472.0,-27.6073619631902,2.3275309433404,927.330508474576,1228.0,-9.30576070901034,6.05552542038562,23962.206700933,37.9408278137362,80361.0,-7.29965739597873
2024,55,"TESLA, INC.",US,US,USA,Automobiles & Parts,Automobiles & Parts,4370.00673789585,14.3864953388762,94032.1493887766,0.94757835346641,4.64735387450097,10914.4287226875,27.4331310406838,11.607124577746,40.0388041273479,7469.43882953124,-12.7207288269036,7.94349472822193,1247811.19819387,65.1475194612173,125665.0,-10.5415275533377
2024,56,"MODERNA, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,4291.07710077967,-4.49871465295633,3114.83299643854,-52.7453271028038,137.762669962917,1011.64693425739,48.656294200849,32.4783683559951,424.167459562321,-3797.28559052844,-7.24194686103936,-121.909765142151,15401.6097380525,-57.5373435862615,5800.0,3.57142857142857
2024,57,ASML HOLDING N.V.,Netherlands,EU,NLD,ICT producers,Technology Hardware & Equipment,3942.4,5.83908292840076,28262.9,2.55601719977503,13.949028585177,2067.2,-4.10094637223975,7.31418219644835,190.712074303406,9022.6,-0.217864923747265,31.9238294725594,271198.136016843,-1.31770565957222,44027.0,3.7980950584685
2024,58,CHINA MOBILE LIMITED,China,China,CHN,ICT services,Mobile Telecommunications,3913.86335764113,-3.8828977622334,137243.548323289,3.11599321912297,2.85176491387536,20568.7497527462,-13.9487926383208,14.9870431098843,19.028202514441,18803.1595743278,6.44539998208356,13.7005781357644,195937.897381045,22.8260698898082,455405.0,0.791226788836509
2024,59,MEDIATEK INC.,Taiwan,ROW,TWN,ICT producers,Technology Hardware & Equipment,3893.61428794775,18.5017892456366,15651.5472317027,22.4109766946226,24.8768650811794,406.682792574609,47.8483418665267,2.5983552076619,957.408171439523,3021.01088793772,41.6029533597094,19.3016756951579,66548.5535982366,38.9461661938079,22397.0,1.88790828859976
2024,60,DENSO CORPORATION,Japan,Japan,JPN,Automobiles & Parts,Automobiles & Parts,3798.62627253772,12.4306388756285,43921.1149270207,0.23855335111877,8.64874737093882,2330.86593891819,-2.9542361499433,5.30693709117165,162.970602861045,3043.68943947013,30.4007630077851,6.92990021889818,33204.0149161438,-40.4149198912876,158056.0,-2.4520301921261
2024,61,ADOBE INC,US,US,USA,ICT services,Software & Computer Services,3796.32303397825,13.561762165275,20699.7786119935,10.7991138131795,18.3399209486166,176.14784868611,-49.1666666666668,0.850964891885605,2155.19125683061,7451.15025507749,16.406015037594,35.9962799348988,215027.740929798,-20.2548959197854,30709.0,2.55134413090666
2024,62,"NISSAN MOTOR CO., LTD.",Japan,Japan,JPN,Automobiles & Parts,Automobiles & Parts,3796.27744388569,1.4909981030517,77475.8616460199,-0.413867061189093,4.89994865914565,3273.10192567153,44.9229240264695,4.22467315126617,115.984088796954,-2607.24273273642,-174.753568552429,-3.36523231538705,8700.16650476229,-41.8374180871909,132790.0,-0.59140589908669
2024,63,TATA MOTORS LIMITED,India,ROW,IND,Automobiles & Parts,Automobiles & Parts,3714.34836141611,24.1977041866577,49117.7115485166,0.422286680258663,7.56213643574827,1707.90534500498,17.0659296448332,3.47716799329703,217.479755085917,3874.5804449392,207.95106814997,7.88835701580282,26809.7814762664,-27.7486138980248,58442.0,-2.7797647763379
2024,64,AIRBUS SE,France,EU,FRA,Aerospace & Defence,Aerospace & Defence,3700.0,1.81618051733627,69230.0,5.78186596583443,5.34450382782031,3669.0,20.2556538839725,5.29972555250614,100.844916871082,4957.0,8.53952266257937,7.16019066878521,122629.667487597,10.9866981306309,156921.0,6.10441332585045
2024,65,BOEING COMPANY (THE),US,US,USA,Aerospace & Defence,Aerospace & Defence,3496.96794686688,13.9228598306678,64026.3740494754,-14.4959765534617,5.46176165491529,2146.50110694003,46.0379829731502,3.35252642181697,162.914798206278,-10350.3705842718,1209.74421437271,-16.1657922034968,105324.487054911,-30.1750500246295,172000.0,0.584795321637427
2024,66,VERTEX PHARMACEUTICALS INCORPORATED,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,3494.36904418135,14.7775775395997,10607.4694388295,11.6615328496734,32.9425322819214,286.553084993743,48.5528942115765,2.70142739176596,1219.44910984213,-223.698142265858,-106.064718162839,-2.10887378517437,99823.9426852651,-0.467249749186965,6100.0,12.962962962963
2024,67,CHINA RAILWAY GROUP LIMITED,China,China,CHN,Construction & Materials,Construction & Materials,3480.01529677053,-11.2821892019097,153008.716521831,-8.16052087521724,2.27439022813711,3050.5189033798,-10.7419840259288,1.99368962286835,114.079453594432,5270.92426779898,-10.3206120571672,3.44485228529247,2065.61261983243,16.9781150320069,297359.0,-0.765220989681364
2024,68,CHINA COMMUNICATIONS CONSTRUCTION COMPANY LIMITED,China,China,CHN,Construction & Materials,Construction & Materials,3428.32276185829,-4.82501098257431,101307.214537207,-0.954430242661668,3.38408550419593,1753.19451953635,-8.41771715919258,1.73057222779771,195.54719819481,4838.79050017802,1.07704597416191,4.77635331529215,3007.36225358956,62.1741966073516,137471.0,-5.0699868105764
2024,69,"HON HAI PRECISION IND. CO., LTD.",Taiwan,ROW,TWN,ICT producers,Electronic & Electrical Equipment,3415.10500030973,5.228106872831,202349.136516627,11.3172522272584,1.68772897137078,4021.81301419768,22.0091239900999,1.98756124361678,84.9145643582591,5917.63477178399,33.2055953630717,2.92446751869274,75054.6390085237,75.6316275253022,633167.0,1.89477512620837
2024,70,CHINA RAILWAY CONSTRUCTION CORPORATION LIMITED,China,China,CHN,Construction & Materials,Construction & Materials,3393.46234488943,-3.79569996627531,140726.509171469,-6.22342305744955,2.4113881349495,5004.2502604407,8.67137513433315,3.55601108128337,67.8116035026311,5438.29045402397,-10.3818385581816,3.86443924889635,13910.4425254155,20.5019602190935,264045.0,-1.32368164372709
2024,71,MICRON TECHNOLOGY INC,US,US,USA,ICT producers,Technology Hardware & Equipment,3301.56896717682,10.1477199743094,24170.757532005,61.5894465894467,13.6593524750109,8071.99922995476,9.24960917144346,33.3957229899247,40.9015025041736,1197.42034844547,-122.317904556871,4.95400422125761,91537.8951669265,22.8636282134405,48000.0,11.6279069767442
2024,72,BAOSHAN IRON & STEEL COMPANY LIMITED,China,China,CHN,Industrials,Industrial Metals & Mining,3257.38995825696,27.6678422011431,42477.0015586565,-6.59737132166774,7.66859674348442,2549.87059077578,-8.04736763704602,6.00294393956848,127.74726568637,814.396542390516,-54.2624169540859,1.91726466677719,20177.0677269808,18.0464132786244,46048.0,6.77549506098409
2024,73,"POWER CONSTRUCTION CORPORATION OF CHINA ,LTD",China,China,CHN,Construction & Materials,Construction & Materials,3200.20900800179,4.47089653025802,83677.570381123,4.12591413597417,3.82445259037269,7792.18743087574,-19.7858131682823,9.31215784036865,41.0694562520569,3761.39987554363,-8.29046069589242,4.49511124475977,9411.74466091435,11.6588717578471,163912.0,-0.836685925164101
2024,74,SK HYNIX INC.,South Korea,ROW,KOR,ICT producers,Technology Hardware & Equipment,3114.64347485559,16.3570339532486,43202.6629246484,102.018945471638,7.20937845958239,10407.293019613,91.5347709551488,24.0894711461763,29.9275082289497,15316.593675554,-403.575275671245,35.4528925734701,82897.5106179668,23.2972937929626,,
2024,75,SOFTBANK GROUP CORP,Japan,Japan,JPN,ICT services,Software & Computer Services,3112.90322580645,15.3689675001305,44423.8439838096,7.21160364093825,7.007280205065,5238.39690911321,37.1918626688854,11.7918586942237,59.4247301190742,11363.5839568257,661.341775584581,25.5799204611091,68006.4283783528,-15.8262763673342,67229.0,2.87213857265271
2024,76,APPLIED MATERIALS INC,US,US,USA,ICT producers,Technology Hardware & Equipment,3111.94532678795,4.22308188265637,26158.4368081625,2.48519817475607,11.8965263467766,1145.44229473482,7.59493670886121,4.3788637032676,271.680672268907,7572.43238040235,2.78285863600732,28.9483367677362,137562.349480103,24.3807168860741,35700.0,5.0
2024,77,XIAOMI CORPORATION,China,China,CHN,ICT producers,Technology Hardware & Equipment,3037.13699840439,31.302104765433,48251.5989081271,35.0356716978643,6.29437586967266,962.286471588886,16.4049035715995,1.99431001948996,315.616719976287,3012.73205596508,44.5006830220042,6.24379735415906,,,43688.0,29.9194099979183
2024,78,HYUNDAI MOTOR COMPANY,South Korea,ROW,KOR,Automobiles & Parts,Automobiles & Parts,2993.47126586822,15.5606994847895,114369.450119114,7.72611427663282,2.61736964088799,5261.45155500441,14.0094598061482,4.6003994506616,56.8943994746277,9293.86287243416,-3.28071830252257,8.12617605729043,29070.6828984843,3.47061834962334,,
2024,79,"UBER TECHNOLOGIES, INC.",US,US,USA,ICT services,Software & Computer Services,2992.58831456348,-1.73830594184567,42331.3119645779,17.9635739384674,7.0694438128155,232.938685147752,8.52017937219726,0.550275137568784,1284.71074380165,2694.19578400231,152.162162162162,6.3645459093183,122260.508201986,0.877889813795512,31100.0,2.30263157894737
